AegisSat.A1Gregorian,AegisSat.ElapsedSecs,AegisSat.Earth.Altitude,AegisSat.Earth.Latitude,AegisSat.Earth.Longitude
27 Jul 2025 04:05:15.239,57910.20500538871,615.2330143367763,-11.92363049298794,-19.31084098615763
27 Jul 2025 04:06:50.680,58005.64558231272,614.748526128722,-7.419135805609772,-15.80147631265547
27 Jul 2025 04:08:26.106,58101.07167373644,614.4967910969663,-2.880647961504593,-12.37135991671307
27 Jul 2025 04:10:01.523,58196.48822550662,614.4885161994016,1.670598454769736,-8.971739977224212
27 Jul 2025 04:11:36.934,58291.89992101165,614.7245531816516,6.213925319385585,-5.554876296844944
27 Jul 2025 04:12:17.296,58332.26203706581,614.8960852192831,8.128454714607591,-4.09255212558358
27 Jul 2025 04:12:43.066,58358.0314441002,615.0271413741966,9.347338381610779,-3.151089482082713
27 Jul 2025 04:13:03.832,58378.79804936238,615.1446681709622,10.32727071715479,-2.387150865150709
27 Jul 2025 04:13:09.282,58384.24719313625,615.1772383593106,10.58402886530965,-2.185845623026311
27 Jul 2025 04:13:15.060,58390.02596290084,615.2125562096335,10.85613895917111,-1.971957451605625
27 Jul 2025 04:13:19.181,58394.14696907625,615.2382284591922,11.05007265110404,-1.819166397235093
27 Jul 2025 04:13:23.480,58398.4456403763,615.265436415747,11.25226220318503,-1.659551288433168
27 Jul 2025 04:13:35.961,58410.9267444117,615.3468957549758,11.83868790744403,-1.194697538929635
27 Jul 2025 04:14:14.689,58449.65497869998,615.6224310472899,13.65189017017254,0.2622277942211562
27 Jul 2025 04:15:40.979,58535.94454756239,616.3520706815643,17.64969128638178,3.602729424786898
27 Jul 2025 04:17:15.333,58630.29900145484,617.3089532934855,21.93522192056487,7.445629249053294
27 Jul 2025 04:18:50.653,58725.61854925007,618.407433125245,26.14438856032897,11.58894699052892
27 Jul 2025 04:20:26.096,58821.06174635701,619.5967689140398,30.20249613607876,16.06846428284689
27 Jul 2025 04:22:01.572,58916.53744775103,620.8292567623548,34.06269818568245,20.95483959443896
27 Jul 2025 04:23:37.071,59012.03668238595,622.0566649803941,37.67323179552548,26.3256897420172
27 Jul 2025 04:25:12.594,59107.55945843412,623.2314861662826,40.97268391161361,32.25668880556801
27 Jul 2025 04:26:48.140,59203.10566273984,624.308778553479,43.88912963668842,38.80978819883985
27 Jul 2025 04:28:23.709,59298.67469369201,625.2479892598167,46.34165651371031,46.01511904575608
27 Jul 2025 04:29:59.298,59394.2635058309,626.0145742695122,48.24524057281116,53.84737469943507
27 Jul 2025 04:31:34.907,59489.87226763275,626.5814238654166,49.52011115828817,62.20428783458746
27 Jul 2025 04:33:10.531,59585.49711357336,626.929871991204,50.1044218600184,70.89855863856225
27 Jul 2025 04:34:46.168,59681.13321096171,627.0504554132567,49.96718594165642,79.67793818773713
27 Jul 2025 04:36:21.812,59776.7775580287,626.9432555014009,49.11566900952039,88.27264973947904
27 Jul 2025 04:37:57.460,59872.42561220191,626.6178371720889,47.59358106159451,96.45052291664541
27 Jul 2025 04:39:33.106,59968.07122441242,626.0928217398623,45.47108683146846,104.0552274901871
27 Jul 2025 04:41:08.747,60063.71225161711,625.3950356856776,42.83126711099405,111.0153774173864
27 Jul 2025 04:42:44.379,60159.3445664621,624.5583726297027,39.75848282498028,117.329350291725
27 Jul 2025 04:44:20.000,60254.96515806299,623.6223175711693,36.33071665869518,123.041750839186
27 Jul 2025 04:45:55.605,60350.57016686769,622.6302635920792,32.61613753596769,128.2213862574014
27 Jul 2025 04:47:31.192,60446.1576701724,621.6276120354842,28.672352617864,132.9458925621089
27 Jul 2025 04:49:06.762,60541.72787448624,620.6598060536435,24.54728737194721,137.2925608085893
27 Jul 2025 04:50:42.313,60637.27896837518,619.7704044407546,20.2809008487268,141.3337123740097
27 Jul 2025 04:52:17.847,60732.81280822121,618.9991345948165,15.90659114927417,145.1354720909644
27 Jul 2025 04:53:53.364,60828.32932455931,618.3802153499855,11.45297262663378,148.757683688104
27 Jul 2025 04:55:28.866,60923.83142109029,617.9408283737939,6.94498797036969,152.2550898466989
27 Jul 2025 04:57:04.356,61019.32185818441,617.6999637767849,2.4051982321515,155.678559196059
27 Jul 2025 04:58:39.838,61114.80387995252,617.6675937064037,-2.145243106392376,159.0766065320657
27 Jul 2025 05:00:15.314,61210.27998933569,617.8442463441852,-6.685620154214669,162.4968855095502
27 Jul 2025 05:01:50.789,61305.75482948916,618.2210024817423,-11.19491195543732,165.9878356864299
27 Jul 2025 05:03:26.266,61401.23207325814,618.7799025674231,-15.65073567301625,169.6001109459581
27 Jul 2025 05:05:01.749,61496.71457750956,619.4947415214401,-20.02836024314896,173.3880813155261
27 Jul 2025 05:06:37.241,61592.20657049445,620.3322455389834,-24.29966877501796,177.4112886831569
27 Jul 2025 05:08:12.744,61687.70968668396,621.2535048913905,-28.43165454765405,-178.2646934849517
27 Jul 2025 05:09:48.262,61783.22791073006,622.2157189968557,-32.38511787954995,-173.5678071517095
27 Jul 2025 05:11:23.797,61878.76299214549,623.1740164882231,-36.11280931404769,-168.4210381230934
27 Jul 2025 05:12:59.350,61974.31535997894,624.0834067210108,-39.55791454958528,-162.7465697761223
27 Jul 2025 05:14:34.919,62069.88468922209,624.9007318254025,-42.65310291714095,-156.4745287592171
27 Jul 2025 05:15:03.385,62098.3504967764,625.1203894190121,-43.49606640657385,-154.4832108874486
27 Jul 2025 05:15:25.989,62120.95464676386,625.2858342446407,-44.13700750474622,-152.8606609933404
27 Jul 2025 05:15:36.738,62131.70402676333,625.3615742065294,-44.43261795044735,-152.0761854578456
27 Jul 2025 05:15:38.864,62133.82997328881,625.3763230646418,-44.49036474220434,-151.920053265087
27 Jul 2025 05:15:41.327,62136.2922075321,625.3933086898205,-44.55694723445543,-151.7388178822982
27 Jul 2025 05:15:45.993,62140.9581331769,625.4252110928182,-44.68223603129476,-151.3941830867672
27 Jul 2025 05:15:48.214,62143.17961736815,625.4402679315817,-44.7414776508523,-151.2295505092369
27 Jul 2025 05:15:50.352,62145.31727142166,625.4546755744777,-44.79823302276557,-151.0707962090979
27 Jul 2025 05:15:57.034,62151.99981381884,625.4991990508734,-44.97406025094291,-150.5723994212097
27 Jul 2025 05:16:16.506,62171.47211157717,625.6243867472449,-45.47237462274586,-149.101906270939
27 Jul 2025 05:17:18.575,62233.54042558931,625.9756484588679,-46.91403578987339,-144.2366075635671
27 Jul 2025 05:18:49.842,62324.8078504228,626.3477671804176,-48.58956905319773,-136.6228306687715
27 Jul 2025 05:20:24.986,62419.95160550578,626.5350858216416,-49.70969101789599,-128.2132212946099
27 Jul 2025 05:22:00.560,62515.52514005452,626.5042520527613,-50.13652441210834,-119.4812304853513
27 Jul 2025 05:23:36.185,62611.15032609086,626.2497989368931,-49.84037044123424,-110.7192999816431
27 Jul 2025 05:25:11.814,62706.77948734956,625.7771952144221,-48.83650701371511,-102.1975389392997
27 Jul 2025 05:26:47.439,62802.40449107951,625.101345082604,-47.17549727729412,-94.13416740155176
27 Jul 2025 05:28:23.056,62898.02177979145,624.2459510075096,-44.93146383185221,-86.66655366488239
27 Jul 2025 05:29:58.660,62993.62603328191,623.2426163576174,-42.18873309383298,-79.84924586035866
27 Jul 2025 05:31:34.249,63089.21505507315,622.1295344056789,-39.03075897479805,-73.67151549264574
27 Jul 2025 05:33:09.820,63184.78548444109,620.9499767007974,-35.53359666449136,-68.08178034799469
27 Jul 2025 05:34:45.370,63280.33520883182,619.7504890754981,-31.76307704284064,-63.00813060213288
27 Jul 2025 05:36:20.899,63375.864132063,618.5789478494771,-27.77455839853665,-58.37235885764213
27 Jul 2025 05:37:56.406,63471.37130079791,617.4825908167777,-23.61415035406726,-54.09806152213809
27 Jul 2025 05:39:31.892,63566.85800878331,616.505986531336,-19.32018040087638,-50.11413303690028
27 Jul 2025 05:41:07.359,63662.32457568403,615.6891740686733,-14.92497117639798,-46.3559405798311
27 Jul 2025 05:42:42.808,63757.7740642475,615.0659135500864,-10.45616215740689,-42.76477613578313
27 Jul 2025 05:44:18.243,63853.20863323286,614.6622654671855,-5.938167421214343,-39.2869099296375
27 Jul 2025 05:45:53.666,63948.63153492333,614.4954446489264,-1.393194954109157,-35.87211392026806
27 Jul 2025 05:47:29.082,64044.04762589838,614.5730784689849,3.157802112759023,-32.4721376377041
27 Jul 2025 05:49:04.495,64139.46017227136,614.8928704180435,7.694073370282752,-29.03928082712712
27 Jul 2025 05:49:32.819,64167.78467759723,615.0328793420385,9.034785832679869,-28.00672286919718
27 Jul 2025 05:49:53.182,64188.14748142613,615.14583071586,9.996355671153658,-27.25923957214962
27 Jul 2025 05:50:06.803,64201.76877082558,615.2270163212861,10.63838706182409,-26.75653359372059
27 Jul 2025 05:50:13.311,64208.27699499205,615.2673773004371,10.94478774680829,-26.5155277468771
27 Jul 2025 05:50:19.286,64214.25208642613,615.3053176784042,11.22587508698403,-26.29378161527222
27 Jul 2025 05:50:21.512,64216.47798400372,615.3196671209544,11.33053481918998,-26.21105384661577
27 Jul 2025 05:50:23.628,64218.59385652933,615.3334153102496,11.42999388765574,-26.1323535234238
27 Jul 2025 05:50:30.247,64225.21270107245,615.3770990989833,11.74094517251548,-25.88576931921388
27 Jul 2025 05:50:50.385,64245.35036373418,615.5162389718153,12.68530205590222,-25.13170610381453
27 Jul 2025 05:51:51.871,64306.8366802996,615.9968175880658,15.55075666990026,-22.78903808132686
27 Jul 2025 05:53:22.714,64397.6799781085,616.8463717038867,19.72301516611902,-19.19126342760121
27 Jul 2025 05:54:57.625,64492.59071324486,617.8816502670406,23.98016977671111,-15.20865240328328
27 Jul 2025 05:56:33.017,64587.9823116702,619.0338464997012,28.12193301855466,-10.91189776572939
27 Jul 2025 05:58:08.479,64683.44504007837,620.2535590134657,32.09062005743012,-6.245846642298456
27 Jul 2025 05:59:43.968,64778.93395019928,621.4924008963872,35.8375413042212,-1.135792671794171
27 Jul 2025 06:01:19.479,64874.44506963948,622.7020225909137,39.30646176864406,4.495986329920981
27 Jul 2025 06:02:55.013,64969.97894154629,623.8357207349609,42.4308999749119,10.72038841286467
27 Jul 2025 06:04:30.570,65065.53537984146,624.8502975104675,45.13424831987518,17.58669683061108
27 Jul 2025 06:06:06.147,65161.11272679409,625.7078191619321,47.33275537966205,25.10140603694781
27 Jul 2025 06:07:41.744,65256.70951232314,626.3771666512966,48.94252599886781,33.20432079391116
27 Jul 2025 06:09:17.359,65352.32509395573,626.8352702743623,49.89072530359049,41.75177773559388
27 Jul 2025 06:10:52.989,65447.95438754372,627.0679858494314,50.1289684314331,50.52073703527142
27 Jul 2025 06:12:28.628,65543.59316766495,627.070661681546,49.64430977718708,59.24347374519773
27 Jul 2025 06:14:04.273,65639.23861831427,626.8482543184609,48.46237702380343,67.66204860991637
27 Jul 2025 06:15:39.921,65734.88652444212,626.4150596154759,46.64117893178017,75.57792238900328
